month,state,district,demo_age_5_17,demo_age_17_,total_demo_updates
2025-10,Andhra Pradesh,Parvathipuram Manyam,163.0,673.0,836.0
2025-10,Andhra Pradesh,Prakasam,1685.0,8500.0,10185.0
2025-10,Andhra Pradesh,Rangareddi,449.0,1994.0,2443.0
2025-10,Andhra Pradesh,Sri Potti Sriramulu Nellore,191.0,1083.0,1274.0
2025-10,Andhra Pradesh,Sri Sathya Sai,305.0,1244.0,1549.0
2025-10,Andhra Pradesh,Srikakulam,2301.0,6007.0,8308.0
2025-10,Andhra Pradesh,Tirupati,288.0,1275.0,1563.0
2025-10,Andhra Pradesh,Visakhapatnam,1510.0,8084.0,9594.0
2025-10,Andhra Pradesh,Vizianagaram,1164.0,4959.0,6123.0
2025-10,Andhra Pradesh,Warangal,457.0,3145.0,3602.0
2025-10,Andhra Pradesh,West Godavari,1159.0,7302.0,8461.0
2025-10,Andhra Pradesh,Y. S. R,227.0,1211.0,1438.0
2025-10,Arunachal Pradesh,Anjaw,16.0,33.0,49.0
2025-10,Arunachal Pradesh,Changlang,49.0,347.0,396.0
2025-10,Arunachal Pradesh,Dibang Valley,6.0,7.0,13.0
2025-10,Arunachal Pradesh,East Kameng,52.0,186.0,238.0
2025-10,Arunachal Pradesh,East Siang,85.0,351.0,436.0
2025-10,Arunachal Pradesh,Kamle,6.0,7.0,13.0
2025-10,Arunachal Pradesh,Kra Daadi,13.0,26.0,39.0
2025-10,Arunachal Pradesh,Kurung Kumey,15.0,26.0,41.0
2025-10,Arunachal Pradesh,Lohit,16.0,108.0,124.0
2025-10,Arunachal Pradesh,Longding,30.0,92.0,122.0
2025-10,Arunachal Pradesh,Lower Dibang Valley,31.0,109.0,140.0
2025-10,Arunachal Pradesh,Lower Siang,2.0,21.0,23.0
2025-10,Arunachal Pradesh,Lower Subansiri,25.0,181.0,206.0
2025-10,Arunachal Pradesh,Namsai,27.0,146.0,173.0
2025-10,Arunachal Pradesh,Pakke Kessang,2.0,12.0,14.0
2025-10,Arunachal Pradesh,Papum Pare,117.0,401.0,518.0
2025-10,Arunachal Pradesh,Shi-yomi,9.0,21.0,30.0
2025-10,Arunachal Pradesh,Siang,17.0,57.0,74.0
2025-10,Arunachal Pradesh,Tawang,26.0,65.0,91.0
2025-10,Arunachal Pradesh,Tirap,9.0,74.0,83.0
2025-10,Arunachal Pradesh,Upper Siang,38.0,204.0,242.0
2025-10,Arunachal Pradesh,Upper Subansiri,41.0,88.0,129.0
2025-10,Arunachal Pradesh,West Kameng,55.0,217.0,272.0
2025-10,Arunachal Pradesh,West Siang,42.0,205.0,247.0
2025-10,Assam,Bajali,3.0,59.0,62.0
2025-10,Assam,Baksa,76.0,1248.0,1324.0
2025-10,Assam,Barpeta,391.0,4501.0,4892.0
2025-10,Assam,Biswanath,64.0,1006.0,1070.0
2025-10,Assam,Bongaigaon,217.0,2173.0,2390.0
2025-10,Assam,Cachar,500.0,6093.0,6593.0
2025-10,Assam,Charaideo,65.0,1277.0,1342.0
2025-10,Assam,Chirang,101.0,1438.0,1539.0
2025-10,Assam,Darrang,356.0,3126.0,3482.0
2025-10,Assam,Dhemaji,201.0,2811.0,3012.0
2025-10,Assam,Dhubri,478.0,5983.0,6461.0
2025-10,Assam,Dibrugarh,190.0,2548.0,2738.0
2025-10,Assam,Dima Hasao,1.0,27.0,28.0
2025-10,Assam,Goalpara,256.0,2862.0,3118.0
2025-10,Assam,Golaghat,159.0,2662.0,2821.0
2025-10,Assam,Hailakandi,263.0,2353.0,2616.0
2025-10,Assam,Hojai,155.0,1965.0,2120.0
2025-10,Assam,Jorhat,130.0,2329.0,2459.0
2025-10,Assam,Kamrup,303.0,4857.0,5160.0
2025-10,Assam,Kamrup Metro,182.0,1873.0,2055.0
2025-10,Assam,Karbi Anglong,210.0,4286.0,4496.0
2025-10,Assam,Karimganj,379.0,4583.0,4962.0
2025-10,Assam,Kokrajhar,87.0,1735.0,1822.0
2025-10,Assam,Lakhimpur,260.0,3409.0,3669.0
2025-10,Assam,Majuli,25.0,386.0,411.0
2025-10,Assam,Marigaon,356.0,3208.0,3564.0
2025-10,Assam,Nagaon,699.0,10629.0,11328.0
2025-10,Assam,Nalbari,150.0,1857.0,2007.0
2025-10,Assam,North Cachar Hills,23.0,404.0,427.0
2025-10,Assam,Sibsagar,107.0,1699.0,1806.0
2025-10,Assam,Sonitpur,282.0,4524.0,4806.0
2025-10,Assam,South Salmara Mankachar,82.0,1072.0,1154.0
2025-10,Assam,Sribhumi,22.0,470.0,492.0
2025-10,Assam,Tamulpur District,11.0,177.0,188.0
2025-10,Assam,Tinsukia,198.0,5293.0,5491.0
2025-10,Assam,Udalguri,115.0,1689.0,1804.0
2025-10,Assam,West Karbi Anglong,6.0,117.0,123.0
2025-10,Bihar,Araria,892.0,20725.0,21617.0
2025-10,Bihar,Arwal,226.0,1953.0,2179.0
2025-10,Bihar,Aurangabad,1120.0,8189.0,9309.0
2025-10,Bihar,Aurangabad(BH),0.0,1.0,1.0
2025-10,Bihar,Aurangabad(bh),2.0,82.0,84.0
2025-10,Bihar,Banka,648.0,8377.0,9025.0
2025-10,Bihar,Begusarai,1062.0,10205.0,11267.0
2025-10,Bihar,Bhabua,0.0,16.0,16.0
2025-10,Bihar,Bhagalpur,1140.0,12726.0,13866.0
2025-10,Bihar,Bhojpur,1178.0,11360.0,12538.0
2025-10,Bihar,Buxar,852.0,7376.0,8228.0
2025-10,Bihar,Darbhanga,1185.0,14839.0,16024.0
2025-10,Bihar,East Champaran,1680.0,23570.0,25250.0
2025-10,Bihar,Gaya,1723.0,14342.0,16065.0
2025-10,Bihar,Gopalganj,774.0,10604.0,11378.0
2025-10,Bihar,Jamui,569.0,6175.0,6744.0
2025-10,Bihar,Jehanabad,477.0,3754.0,4231.0
2025-10,Bihar,Kaimur (Bhabua),672.0,6775.0,7447.0
2025-10,Bihar,Katihar,1003.0,19226.0,20229.0
2025-10,Bihar,Khagaria,654.0,5693.0,6347.0
2025-10,Bihar,Kishanganj,611.0,12913.0,13524.0
2025-10,Bihar,Lakhisarai,413.0,4173.0,4586.0
2025-10,Bihar,Madhepura,769.0,11596.0,12365.0
2025-10,Bihar,Madhubani,1327.0,16415.0,17742.0
2025-10,Bihar,Monghyr,0.0,33.0,33.0
2025-10,Bihar,Munger,350.0,3985.0,4335.0
2025-10,Bihar,Muzaffarpur,1321.0,18183.0,19504.0
2025-10,Bihar,Nalanda,1384.0,12132.0,13516.0
2025-10,Bihar,Nawada,744.0,7996.0,8740.0
2025-10,Bihar,Pashchim Champaran,2.0,159.0,161.0
2025-10,Bihar,Patna,1902.0,22242.0,24144.0
2025-10,Bihar,Purba Champaran,3.0,123.0,126.0
2025-10,Bihar,Purnea,2.0,396.0,398.0
2025-10,Bihar,Purnia,1075.0,17457.0,18532.0
2025-10,Bihar,Rohtas,1215.0,12131.0,13346.0
2025-10,Bihar,Saharsa,594.0,6921.0,7515.0
2025-10,Bihar,Samastipur,1335.0,15449.0,16784.0
2025-10,Bihar,Samstipur,2.0,59.0,61.0
2025-10,Bihar,Saran,1492.0,15319.0,16811.0
2025-10,Bihar,Sheikhpura,217.0,2338.0,2555.0
2025-10,Bihar,Sheikpura,0.0,15.0,15.0
2025-10,Bihar,Sheohar,253.0,2940.0,3193.0
2025-10,Bihar,Sitamarhi,1060.0,13260.0,14320.0
2025-10,Bihar,Siwan,989.0,13143.0,14132.0
2025-10,Bihar,Supaul,730.0,11975.0,12705.0
2025-10,Bihar,Vaishali,1111.0,13103.0,14214.0
2025-10,Bihar,West Champaran,1770.0,29041.0,30811.0
2025-10,Chandigarh,Chandigarh,260.0,2560.0,2820.0
2025-10,Chandigarh,Rupnagar,0.0,2.0,2.0
2025-10,Chhatisgarh,Raipur,0.0,2.0,2.0
2025-10,Chhattisgarh,Balod,171.0,2823.0,2994.0
2025-10,Chhattisgarh,Baloda Bazar,460.0,7347.0,7807.0
2025-10,Chhattisgarh,Balrampur,122.0,2028.0,2150.0
2025-10,Chhattisgarh,Bastar,426.0,5543.0,5969.0
2025-10,Chhattisgarh,Bemetara,194.0,3571.0,3765.0
2025-10,Chhattisgarh,Bijapur,73.0,714.0,787.0
2025-10,Chhattisgarh,Bilaspur,637.0,8167.0,8804.0
2025-10,Chhattisgarh,Dakshin Bastar Dantewada,66.0,364.0,430.0
2025-10,Chhattisgarh,Dantewada,40.0,106.0,146.0
2025-10,Chhattisgarh,Dhamtari,163.0,2691.0,2854.0
2025-10,Chhattisgarh,Durg,354.0,3344.0,3698.0
2025-10,Chhattisgarh,Gariyaband,137.0,2334.0,2471.0
2025-10,Chhattisgarh,Gaurela-pendra-marwahi,45.0,291.0,336.0
2025-10,Chhattisgarh,Janjgir - Champa,0.0,23.0,23.0
2025-10,Chhattisgarh,Janjgir Champa,0.0,25.0,25.0
2025-10,Chhattisgarh,Janjgir-champa,450.0,8691.0,9141.0
2025-10,Chhattisgarh,Jashpur,373.0,3693.0,4066.0
2025-10,Chhattisgarh,Kabeerdham,143.0,1172.0,1315.0
2025-10,Chhattisgarh,Kanker,144.0,1679.0,1823.0
2025-10,Chhattisgarh,Kawardha,262.0,3685.0,3947.0
2025-10,Chhattisgarh,Khairagarh Chhuikhadan Gandai,37.0,327.0,364.0
2025-10,Chhattisgarh,Kondagaon,118.0,1947.0,2065.0
2025-10,Chhattisgarh,Korba,276.0,4947.0,5223.0
2025-10,Chhattisgarh,Koriya,183.0,2820.0,3003.0
2025-10,Chhattisgarh,Mahasamund,198.0,3762.0,3960.0
2025-10,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,26.0,509.0,535.0
2025-10,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2.0,7.0,9.0
2025-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,162.0,879.0,1041.0
2025-10,Chhattisgarh,Mungeli,217.0,3104.0,3321.0
2025-10,Chhattisgarh,Narayanpur,67.0,415.0,482.0
2025-10,Chhattisgarh,Raigarh,267.0,7968.0,8235.0
2025-10,Chhattisgarh,Raipur,436.0,4262.0,4698.0
2025-10,Chhattisgarh,Rajnandgaon,390.0,4314.0,4704.0
2025-10,Chhattisgarh,Sakti,71.0,649.0,720.0
2025-10,Chhattisgarh,Sarangarh-Bilaigarh,53.0,483.0,536.0
2025-10,Chhattisgarh,Sukma,98.0,1026.0,1124.0
2025-10,Chhattisgarh,Surajpur,222.0,3543.0,3765.0
2025-10,Chhattisgarh,Surguja,355.0,6820.0,7175.0
2025-10,Chhattisgarh,Uttar Bastar Kanker,66.0,844.0,910.0
2025-10,Dadra & Nagar Haveli,Dadra & Nagar Haveli,6.0,21.0,27.0
2025-10,Dadra and Nagar Haveli,Dadra and Nagar Haveli,154.0,379.0,533.0
2025-10,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,23.0,187.0,210.0
2025-10,Dadra and Nagar Haveli and Daman and Diu,Daman,9.0,84.0,93.0
2025-10,Dadra and Nagar Haveli and Daman and Diu,Diu,2.0,20.0,22.0
2025-10,Daman & Diu,Daman,3.0,41.0,44.0
2025-10,Daman & Diu,Diu,1.0,22.0,23.0
2025-10,Daman and Diu,Daman,10.0,88.0,98.0
2025-10,Daman and Diu,Diu,11.0,44.0,55.0
2025-10,Delhi,Central Delhi,125.0,1553.0,1678.0
2025-10,Delhi,East Delhi,459.0,4128.0,4587.0
2025-10,Delhi,Najafgarh,0.0,27.0,27.0
2025-10,Delhi,New Delhi,20.0,186.0,206.0
2025-10,Delhi,North Delhi,197.0,1926.0,2123.0
2025-10,Delhi,North East,39.0,837.0,876.0
2025-10,Delhi,North East Delhi,459.0,3304.0,3763.0
2025-10,Delhi,North West Delhi,806.0,7162.0,7968.0
2025-10,Delhi,Shahdara,59.0,684.0,743.0
2025-10,Delhi,South Delhi,526.0,6414.0,6940.0
2025-10,Delhi,South East Delhi,12.0,98.0,110.0
2025-10,Delhi,South West Delhi,592.0,4786.0,5378.0
2025-10,Delhi,West Delhi,628.0,6009.0,6637.0
2025-10,Goa,Bardez,1.0,4.0,5.0
2025-10,Goa,Bicholim,0.0,1.0,1.0
2025-10,Goa,North Goa,137.0,1618.0,1755.0
2025-10,Goa,South Goa,93.0,1202.0,1295.0
2025-10,Gujarat,Ahmadabad,40.0,584.0,624.0
2025-10,Gujarat,Ahmedabad,1521.0,9972.0,11493.0
2025-10,Gujarat,Amreli,145.0,1438.0,1583.0
2025-10,Gujarat,Anand,265.0,2001.0,2266.0
2025-10,Gujarat,Arvalli,94.0,401.0,495.0
2025-10,Gujarat,Banas Kantha,10.0,29.0,39.0
2025-10,Gujarat,Banaskantha,475.0,3541.0,4016.0
2025-10,Gujarat,Bharuch,285.0,2016.0,2301.0
2025-10,Gujarat,Bhavnagar,382.0,2860.0,3242.0
2025-10,Gujarat,Botad,90.0,453.0,543.0
2025-10,Gujarat,Chhotaudepur,105.0,460.0,565.0
2025-10,Gujarat,Dahod,256.0,1913.0,2169.0
2025-10,Gujarat,Devbhumi Dwarka,41.0,385.0,426.0
2025-10,Gujarat,Dohad,45.0,357.0,402.0
2025-10,Gujarat,Gandhinagar,232.0,1943.0,2175.0
2025-10,Gujarat,Gir Somnath,144.0,689.0,833.0
2025-10,Gujarat,Jamnagar,245.0,2316.0,2561.0
2025-10,Gujarat,Junagadh,206.0,2008.0,2214.0
2025-10,Gujarat,Kachchh,309.0,2646.0,2955.0
2025-10,Gujarat,Kheda,342.0,2576.0,2918.0
2025-10,Gujarat,Mahesana,248.0,2147.0,2395.0
2025-10,Gujarat,Mahisagar,56.0,471.0,527.0
2025-10,Gujarat,Morbi,156.0,825.0,981.0
2025-10,Gujarat,Narmada,84.0,455.0,539.0
2025-10,Gujarat,Navsari,218.0,1708.0,1926.0
2025-10,Gujarat,Panch Mahals,2.0,32.0,34.0
2025-10,Gujarat,Panchmahals,192.0,2159.0,2351.0
2025-10,Gujarat,Patan,208.0,1883.0,2091.0
2025-10,Gujarat,Porbandar,113.0,1068.0,1181.0
2025-10,Gujarat,Rajkot,419.0,5006.0,5425.0
2025-10,Gujarat,Sabar Kantha,10.0,70.0,80.0
2025-10,Gujarat,Sabarkantha,273.0,2188.0,2461.0
2025-10,Gujarat,Surat,1257.0,12443.0,13700.0
2025-10,Gujarat,Surendra Nagar,168.0,1643.0,1811.0
2025-10,Gujarat,Surendranagar,0.0,67.0,67.0
2025-10,Gujarat,Tapi,160.0,574.0,734.0
2025-10,Gujarat,The Dangs,66.0,450.0,516.0
2025-10,Gujarat,Vadodara,759.0,5184.0,5943.0
2025-10,Gujarat,Valsad,386.0,2088.0,2474.0
2025-10,Haryana,Ambala,176.0,1792.0,1968.0
2025-10,Haryana,Bhiwani,243.0,2491.0,2734.0
2025-10,Haryana,Charkhi Dadri,129.0,816.0,945.0
2025-10,Haryana,Faridabad,614.0,5157.0,5771.0
2025-10,Haryana,Fatehabad,224.0,1679.0,1903.0
2025-10,Haryana,Gurgaon,651.0,5389.0,6040.0
2025-10,Haryana,Hisar,437.0,3839.0,4276.0
2025-10,Haryana,Jhajjar,184.0,1665.0,1849.0
2025-10,Haryana,Jind,216.0,2259.0,2475.0
2025-10,Haryana,Kaithal,252.0,1540.0,1792.0
2025-10,Haryana,Karnal,323.0,1917.0,2240.0
2025-10,Haryana,Kurukshetra,190.0,1504.0,1694.0
2025-10,Haryana,Mahendragarh,171.0,1394.0,1565.0
2025-10,Haryana,Mewat,294.0,3939.0,4233.0
2025-10,Haryana,Palwal,340.0,3291.0,3631.0
2025-10,Haryana,Panchkula,227.0,1559.0,1786.0
2025-10,Haryana,Panipat,385.0,2754.0,3139.0
2025-10,Haryana,Rewari,314.0,2604.0,2918.0
2025-10,Haryana,Rohtak,187.0,1159.0,1346.0
2025-10,Haryana,Sirsa,271.0,3173.0,3444.0
2025-10,Haryana,Sonipat,352.0,2658.0,3010.0
2025-10,Haryana,Yamuna Nagar,263.0,2340.0,2603.0
2025-10,Haryana,Yamunanagar,3.0,49.0,52.0
2025-10,Himachal Pradesh,Bilaspur,103.0,458.0,561.0
2025-10,Himachal Pradesh,Chamba,236.0,1383.0,1619.0
2025-10,Himachal Pradesh,Hamirpur,75.0,635.0,710.0
2025-10,Himachal Pradesh,Kangra,316.0,2458.0,2774.0
2025-10,Himachal Pradesh,Kinnaur,19.0,104.0,123.0
2025-10,Himachal Pradesh,Kullu,101.0,742.0,843.0
2025-10,Himachal Pradesh,Lahaul and Spiti,0.0,5.0,5.0
2025-10,Himachal Pradesh,Lahul & Spiti,0.0,41.0,41.0
2025-10,Himachal Pradesh,Lahul and Spiti,8.0,18.0,26.0
2025-10,Himachal Pradesh,Mandi,222.0,1199.0,1421.0
2025-10,Himachal Pradesh,Shimla,160.0,1094.0,1254.0
2025-10,Himachal Pradesh,Sirmaur,151.0,823.0,974.0
2025-10,Himachal Pradesh,Solan,119.0,697.0,816.0
2025-10,Himachal Pradesh,Una,90.0,716.0,806.0
2025-10,Jammu & Kashmir,Anantnag,0.0,1.0,1.0
2025-10,Jammu & Kashmir,Baramula,0.0,16.0,16.0
2025-10,Jammu & Kashmir,Jammu,1.0,16.0,17.0
2025-10,Jammu & Kashmir,Kathua,0.0,2.0,2.0
2025-10,Jammu & Kashmir,Kupwara,0.0,1.0,1.0
2025-10,Jammu & Kashmir,Leh (ladakh),1.0,0.0,1.0
2025-10,Jammu & Kashmir,Punch,0.0,1.0,1.0
2025-10,Jammu & Kashmir,Srinagar,0.0,2.0,2.0
2025-10,Jammu and Kashmir,Anantnag,282.0,1944.0,2226.0
2025-10,Jammu and Kashmir,Badgam,41.0,757.0,798.0
2025-10,Jammu and Kashmir,Bandipore,157.0,726.0,883.0
2025-10,Jammu and Kashmir,Baramula,242.0,1821.0,2063.0
2025-10,Jammu and Kashmir,Budgam,176.0,287.0,463.0
2025-10,Jammu and Kashmir,Doda,69.0,870.0,939.0
2025-10,Jammu and Kashmir,Ganderbal,77.0,486.0,563.0
2025-10,Jammu and Kashmir,Jammu,193.0,2741.0,2934.0
2025-10,Jammu and Kashmir,Kargil,36.0,106.0,142.0
2025-10,Jammu and Kashmir,Kathua,111.0,1227.0,1338.0
2025-10,Jammu and Kashmir,Kishtwar,40.0,266.0,306.0
2025-10,Jammu and Kashmir,Kulgam,115.0,364.0,479.0
2025-10,Jammu and Kashmir,Kupwara,337.0,1834.0,2171.0
2025-10,Jammu and Kashmir,Leh,24.0,87.0,111.0
2025-10,Jammu and Kashmir,Pulwama,162.0,848.0,1010.0
2025-10,Jammu and Kashmir,Punch,176.0,782.0,958.0
2025-10,Jammu and Kashmir,Rajouri,148.0,1151.0,1299.0
2025-10,Jammu and Kashmir,Ramban,135.0,380.0,515.0
2025-10,Jammu and Kashmir,Reasi,80.0,491.0,571.0
2025-10,Jammu and Kashmir,Samba,39.0,255.0,294.0
2025-10,Jammu and Kashmir,Shupiyan,121.0,370.0,491.0
2025-10,Jammu and Kashmir,Srinagar,224.0,3020.0,3244.0
2025-10,Jammu and Kashmir,Udhampur,67.0,1037.0,1104.0
2025-10,Jharkhand,Bokaro,324.0,3254.0,3578.0
2025-10,Jharkhand,Chatra,282.0,2483.0,2765.0
2025-10,Jharkhand,Deoghar,307.0,3443.0,3750.0
2025-10,Jharkhand,Dhanbad,494.0,5296.0,5790.0
2025-10,Jharkhand,Dumka,307.0,4287.0,4594.0
2025-10,Jharkhand,East Singhbhum,292.0,3614.0,3906.0
2025-10,Jharkhand,Garhwa,323.0,2905.0,3228.0
2025-10,Jharkhand,Garhwa *,5.0,293.0,298.0
2025-10,Jharkhand,Giridih,611.0,4707.0,5318.0
2025-10,Jharkhand,Godda,312.0,5049.0,5361.0
2025-10,Jharkhand,Gumla,350.0,3673.0,4023.0
2025-10,Jharkhand,Hazaribag,24.0,647.0,671.0
2025-10,Jharkhand,Hazaribagh,457.0,3405.0,3862.0
2025-10,Jharkhand,Jamtara,158.0,2817.0,2975.0
2025-10,Jharkhand,Khunti,112.0,1625.0,1737.0
2025-10,Jharkhand,Kodarma,15.0,225.0,240.0
2025-10,Jharkhand,Koderma,148.0,1136.0,1284.0
2025-10,Jharkhand,Latehar,186.0,2079.0,2265.0
2025-10,Jharkhand,Lohardaga,118.0,968.0,1086.0
2025-10,Jharkhand,Pakaur,28.0,322.0,350.0
2025-10,Jharkhand,Pakur,264.0,3594.0,3858.0
2025-10,Jharkhand,Palamau,11.0,234.0,245.0
2025-10,Jharkhand,Palamu,536.0,4885.0,5421.0
2025-10,Jharkhand,Pashchimi Singhbhum,22.0,974.0,996.0
2025-10,Jharkhand,Purbi Singhbhum,7.0,449.0,456.0
2025-10,Jharkhand,Ramgarh,173.0,1837.0,2010.0
2025-10,Jharkhand,Ranchi,572.0,5266.0,5838.0
2025-10,Jharkhand,Sahebganj,458.0,5791.0,6249.0
2025-10,Jharkhand,Sahibganj,12.0,177.0,189.0
2025-10,Jharkhand,Seraikela-Kharsawan,182.0,2358.0,2540.0
2025-10,Jharkhand,Seraikela-kharsawan,16.0,554.0,570.0
2025-10,Jharkhand,Simdega,141.0,1838.0,1979.0
2025-10,Jharkhand,West Singhbhum,373.0,5021.0,5394.0
2025-10,Karnataka,Bagalkot,867.0,3086.0,3953.0
2025-10,Karnataka,Bagalkot *,25.0,153.0,178.0
2025-10,Karnataka,Ballari,205.0,997.0,1202.0
2025-10,Karnataka,Bangalore,411.0,5622.0,6033.0
2025-10,Karnataka,Bangalore Rural,279.0,2285.0,2564.0
2025-10,Karnataka,Belagavi,674.0,3077.0,3751.0
2025-10,Karnataka,Belgaum,761.0,4978.0,5739.0
2025-10,Karnataka,Bellary,337.0,2431.0,2768.0
2025-10,Karnataka,Bengaluru,1999.0,15024.0,17023.0
2025-10,Karnataka,Bengaluru Rural,1.0,9.0,10.0
2025-10,Karnataka,Bengaluru South,52.0,411.0,463.0
2025-10,Karnataka,Bidar,469.0,2691.0,3160.0
2025-10,Karnataka,Bijapur,257.0,2227.0,2484.0
2025-10,Karnataka,Chamarajanagar,14.0,141.0,155.0
2025-10,Karnataka,Chamarajanagar *,0.0,3.0,3.0
2025-10,Karnataka,Chamrajanagar,179.0,1147.0,1326.0
2025-10,Karnataka,Chamrajnagar,19.0,203.0,222.0
2025-10,Karnataka,Chickmagalur,110.0,1104.0,1214.0
2025-10,Karnataka,Chikkaballapur,283.0,2125.0,2408.0
2025-10,Karnataka,Chikkamagaluru,103.0,671.0,774.0
2025-10,Karnataka,Chikmagalur,4.0,84.0,88.0
2025-10,Karnataka,Chitradurga,380.0,2704.0,3084.0
2025-10,Karnataka,Dakshina Kannada,821.0,4360.0,5181.0
2025-10,Karnataka,Davanagere,26.0,369.0,395.0
2025-10,Karnataka,Davangere,364.0,1958.0,2322.0
2025-10,Karnataka,Dharwad,462.0,2588.0,3050.0
2025-10,Karnataka,Gadag,413.0,1746.0,2159.0
2025-10,Karnataka,Gadag *,18.0,84.0,102.0
2025-10,Karnataka,Gulbarga,284.0,2429.0,2713.0
2025-10,Karnataka,Hasan,60.0,1102.0,1162.0
2025-10,Karnataka,Hassan,367.0,2117.0,2484.0
2025-10,Karnataka,Haveri,541.0,2554.0,3095.0
2025-10,Karnataka,Haveri *,13.0,70.0,83.0
2025-10,Karnataka,Kalaburagi,395.0,1898.0,2293.0
2025-10,Karnataka,Kodagu,139.0,1165.0,1304.0
2025-10,Karnataka,Kolar,381.0,2666.0,3047.0
2025-10,Karnataka,Koppal,424.0,2144.0,2568.0
2025-10,Karnataka,Mandya,351.0,2827.0,3178.0
2025-10,Karnataka,Mysore,175.0,2550.0,2725.0
2025-10,Karnataka,Mysuru,320.0,2201.0,2521.0
2025-10,Karnataka,Raichur,490.0,3137.0,3627.0
2025-10,Karnataka,Ramanagar,252.0,2037.0,2289.0
2025-10,Karnataka,Shimoga,125.0,1477.0,1602.0
2025-10,Karnataka,Shivamogga,265.0,1357.0,1622.0
2025-10,Karnataka,Tumakuru,288.0,1806.0,2094.0
2025-10,Karnataka,Tumkur,256.0,2309.0,2565.0
2025-10,Karnataka,Udupi,435.0,2327.0,2762.0
2025-10,Karnataka,Uttara Kannada,308.0,2406.0,2714.0
2025-10,Karnataka,Vijayanagara,154.0,1013.0,1167.0
2025-10,Karnataka,Vijayapura,450.0,1739.0,2189.0
2025-10,Karnataka,Yadgir,445.0,1761.0,2206.0
2025-10,Karnataka,yadgir,27.0,245.0,272.0
2025-10,Kerala,Alappuzha,435.0,4626.0,5061.0
2025-10,Kerala,Ernakulam,770.0,7124.0,7894.0
2025-10,Kerala,Idukki,262.0,1806.0,2068.0
2025-10,Kerala,Kannur,579.0,5767.0,6346.0
2025-10,Kerala,Kasaragod,255.0,2679.0,2934.0
2025-10,Kerala,Kasargod,8.0,247.0,255.0
2025-10,Kerala,Kollam,602.0,5882.0,6484.0
2025-10,Kerala,Kottayam,386.0,3814.0,4200.0
2025-10,Kerala,Kozhikode,1051.0,7298.0,8349.0
2025-10,Kerala,Malappuram,1219.0,12638.0,13857.0
2025-10,Kerala,Palakkad,550.0,5366.0,5916.0
2025-10,Kerala,Pathanamthitta,246.0,2292.0,2538.0
2025-10,Kerala,Thiruvananthapuram,611.0,6254.0,6865.0
2025-10,Kerala,Thrissur,672.0,6395.0,7067.0
2025-10,Kerala,Wayanad,235.0,1699.0,1934.0
2025-10,Ladakh,Kargil,37.0,88.0,125.0
2025-10,Ladakh,Leh,22.0,84.0,106.0
2025-10,Lakshadweep,Lakshadweep,27.0,133.0,160.0
2025-10,Madhya Pradesh,Agar Malwa,34.0,320.0,354.0
2025-10,Madhya Pradesh,Alirajpur,130.0,1161.0,1291.0
2025-10,Madhya Pradesh,Anuppur,150.0,984.0,1134.0
2025-10,Madhya Pradesh,Ashok Nagar,200.0,1510.0,1710.0
2025-10,Madhya Pradesh,Balaghat,288.0,2160.0,2448.0
2025-10,Madhya Pradesh,Barwani,436.0,2622.0,3058.0
2025-10,Madhya Pradesh,Betul,516.0,1645.0,2161.0
2025-10,Madhya Pradesh,Bhind,392.0,2264.0,2656.0
2025-10,Madhya Pradesh,Bhopal,521.0,3369.0,3890.0
2025-10,Madhya Pradesh,Burhanpur,153.0,634.0,787.0
2025-10,Madhya Pradesh,Chhatarpur,448.0,2978.0,3426.0
2025-10,Madhya Pradesh,Chhindwara,418.0,2374.0,2792.0
2025-10,Madhya Pradesh,Damoh,268.0,2071.0,2339.0
2025-10,Madhya Pradesh,Datia,236.0,1481.0,1717.0
2025-10,Madhya Pradesh,Dewas,141.0,1495.0,1636.0
2025-10,Madhya Pradesh,Dhar,381.0,3114.0,3495.0
2025-10,Madhya Pradesh,Dindori,177.0,947.0,1124.0
2025-10,Madhya Pradesh,East Nimar,76.0,624.0,700.0
2025-10,Madhya Pradesh,Guna,181.0,1782.0,1963.0
2025-10,Madhya Pradesh,Gwalior,523.0,2901.0,3424.0
2025-10,Madhya Pradesh,Harda,42.0,297.0,339.0
2025-10,Madhya Pradesh,Harda *,10.0,96.0,106.0
2025-10,Madhya Pradesh,Hoshangabad,162.0,618.0,780.0
2025-10,Madhya Pradesh,Indore,672.0,5224.0,5896.0
2025-10,Madhya Pradesh,Jabalpur,467.0,3614.0,4081.0
2025-10,Madhya Pradesh,Jhabua,279.0,2355.0,2634.0
2025-10,Madhya Pradesh,Katni,456.0,2702.0,3158.0
2025-10,Madhya Pradesh,Khandwa,121.0,579.0,700.0
2025-10,Madhya Pradesh,Khargone,249.0,2053.0,2302.0
2025-10,Madhya Pradesh,Maihar,11.0,323.0,334.0
2025-10,Madhya Pradesh,Mandla,294.0,1619.0,1913.0
2025-10,Madhya Pradesh,Mandsaur,284.0,1996.0,2280.0
2025-10,Madhya Pradesh,Mauganj,13.0,330.0,343.0
2025-10,Madhya Pradesh,Morena,472.0,3578.0,4050.0
